2004-08-01,52.57777777777777
2004-09-01,56.55666666666667
2004-10-01,76.53904761904762
2004-11-01,88.6604761904762
2004-12-01,90.79499999999999
2005-01-01,96.32649999999998
2005-02-01,97.40999999999998
2005-03-01,90.4890909090909
2005-04-01,99.50809523809524
2005-05-01,119.73619047619046
2005-06-01,143.6290909090909
2005-07-01,148.95750000000004
2005-08-01,143.31913043478264
2005-09-01,151.96761904761905
2005-10-01,161.07380952380953
2005-11-01,199.3685714285714
2005-12-01,209.26619047619053
2006-01-01,222.63300000000004
2006-02-01,184.8163157894737
2006-03-01,179.25478260869565
2006-04-01,206.6821052631579
2006-05-01,191.70454545454547
2006-06-01,196.6
2006-07-01,201.566
2006-08-01,188.35652173913047
2006-09-01,198.333
2006-10-01,220.04818181818183
2006-11-01,242.57142857142858
2006-12-01,236.512
2007-01-01,245.0455
2007-02-01,233.3742105263158
2007-03-01,226.2290909090909
2007-04-01,236.01300000000006
2007-05-01,236.26863636363643
2007-06-01,257.2528571428572
2007-07-01,265.9733333333333
2007-08-01,254.65999999999997
2007-09-01,269.9442105263158
2007-10-01,317.37782608695653
2007-11-01,337.84476190476187
2007-12-01,347.3515000000001
2008-01-01,305.5985714285714
2008-02-01,251.64649999999997
2008-03-01,219.94650000000001
2008-04-01,248.54045454545457
2008-05-01,287.6704761904762
2008-06-01,277.88047619047614
2008-07-01,254.7590909090909
2008-08-01,242.71000000000004
2008-09-01,215.84285714285718
2008-10-01,179.78782608695653
2008-11-01,152.09894736842105
2008-12-01,149.62227272727276
2009-01-01,159.2215
2009-02-01,174.62052631578953
2009-03-01,164.16590909090908
2009-04-01,188.64904761904762
2009-05-01,199.814
2009-06-01,211.68090909090904
2009-07-01,213.43272727272725
2009-08-01,228.73047619047625
2009-09-01,240.09380952380963
2009-10-01,264.8463636363636
2009-11-01,283.17650000000003
2009-12-01,299.3445454545455
2010-01-01,289.0110526315789
2010-02-01,267.17894736842106
2010-03-01,280.23521739130433
2010-04-01,277.9585
2010-05-01,248.41749999999996
2010-06-01,241.99272727272728
2010-07-01,236.24571428571437
2010-08-01,239.41590909090903
2010-09-01,247.0190476190475
2010-10-01,287.68142857142857
2010-11-01,300.7038095238095
2010-12-01,295.4809090909091
2011-01-01,307.4189999999999
2011-02-01,308.10947368421057
2011-03-01,290.83608695652174
2011-04-01,277.0045
2011-05-01,264.4157142857143
2011-06-01,251.2004545454545
2011-07-01,286.5865
2011-08-01,273.3365217391305
2011-09-01,265.8195238095238
2011-10-01,280.5904761904762
2011-11-01,296.92809523809524
2011-12-01,313.35571428571427
2012-01-01,307.13800000000003
2012-02-01,302.89549999999997
2012-03-01,313.3222727272728
2012-04-01,309.4055
2012-05-01,302.3913636363637
2012-06-01,285.02619047619044
2012-07-01,297.7257142857143
2012-08-01,330.925652173913
2012-09-01,358.7926315789474
2012-10-01,362.6647619047619
2012-11-01,334.72238095238095
2012-12-01,351.29749999999996
2013-01-01,366.7161904761905
2013-02-01,392.58
2013-03-01,408.5815
2013-04-01,397.80500000000006
2013-05-01,437.88000000000005
2013-06-01,438.19000000000005
2013-07-01,450.2572727272728
2013-08-01,437.0845454545455
2013-09-01,442.20650000000006
2013-10-01,468.87782608695665
2013-11-01,514.9120000000001
2013-12-01,541.632857142857
2014-01-01,567.6185714285714
2014-02-01,594.4926315789473
2014-03-01,590.6319047619048
2014-04-01,540.0142857142857
2014-05-01,534.0533333333334
2014-06-01,558.4304761904763
2014-07-01,584.0159090909092
2014-08-01,573.6004761904762
2014-09-01,581.8890476190477
2014-10-01,547.03
2014-11-01,542.9778947368421
2014-12-01,524.6268181818183
2015-01-01,512.4179999999999
2015-02-01,537.9921052631579
2015-03-01,559.7159090909091
2015-04-01,540.4976190476192
2015-05-01,535.239
2015-06-01,532.9159090909092
2015-07-01,590.0936363636364
2015-08-01,636.8380952380952
2015-09-01,617.9347619047619
2015-10-01,663.5927272727273
2015-11-01,735.3885
2015-12-01,755.3545454545455
2016-01-01,718.4957894736843
2016-02-01,702.689
2016-03-01,727.0568181818181
2016-04-01,736.8338095238096
2016-05-01,712.1828571428571
2016-06-01,706.4863636363638
2016-07-01,725.6965
2016-08-01,775.7934782608694
2016-09-01,773.6195238095237
2016-10-01,788.452380952381
2016-11-01,766.6409523809523
2016-12-01,782.1714285714285
